,ids,Forecasted_gmv_values
920,4be622a1-00ec-2994-caa9-df00ded5ea11,41961.50858971066
921,4be6424a-012e-0962-6750-94f5a11035b1,-718250.9999999999
922,4bebcf4f-2c94-151d-52fa-3935ff283550,33306.14788908465
923,4c07db5d-08a9-87b7-9a24-0f2d02951560,14320.969713927221
924,4c0ed3f2-b55b-a97a-3025-91f8d6b57b9b,12649.394912190624
925,4c1f7d6f-808a-f9d2-3139-93bbf13d97fd,16660.250000000004
926,4c3e4ef6-545d-fd16-4cf2-d732d19078b1,16324.695652670565
927,4c7ad4c1-f89b-c3a7-8b4c-d4cbd31e2c1f,12357.22438178441
928,4c7afd06-66b6-b51b-266e-265d1b1e82da,13944.88224055697
929,4c888f86-ff8c-87cc-c64d-bc43672ac72d,22209.828853537343
930,4c9455c3-e9d1-49ed-194a-b08d54f41e7c,23296.010421724757
931,4c9a0ae1-5419-eefc-d5e7-3e3f673617d9,14783.182096850105
932,4ca44e46-17ea-3224-df78-14e838e403f4,6687.485219172817
933,4cc502e1-fc62-a7d0-e42e-a50a4dd9d968,104789.6389716129
934,4ce4e31e-1b94-f93a-4683-fbd442ead84c,9390.68230433627
935,4ce68c93-19b6-edfa-d219-c7785891a706,8823.868864034757
936,4d0fbf96-15c9-ddc4-ec72-5b8256c062a1,26057.467998014854
937,4d236555-bc50-74ac-baa1-72acac33f644,23092.99566712535
938,4d2fc15c-68a8-02f4-f778-9a6b1873e7f0,8198.056203129017
939,4d36c61a-7332-c4ee-e984-49fbba4cc0a8,30679.484556480078
940,4d47990e-2310-97ae-efcc-c53c4a2c3395,8447.419766622694
941,4d6704a8-3dfa-51d8-8cc2-72f68a4dd1eb,8940.414501178275
942,4d6b234f-dfa7-c6ed-32d1-f81ba636425c,21238.20978536486
943,4d7a50e8-8b6a-86c0-299a-4c03852e3f48,14537.829531547603
944,4d7af432-1eb9-b387-d876-0cce8470f26d,9817.999459488616
945,4d7e4449-90b6-e394-4482-36e9863c6992,16841.22544206352
946,4d829f38-5008-05e8-e7f9-0dce0dba8094,13858.723937245224
947,4d94eaa8-21e3-ee50-370b-082e6a9c25ca,10481.541666666668
948,4da72eb9-2a4b-e525-e134-e7a5273dad16,12127.26287745136
949,4db8064d-85da-fb28-3938-d6c689a25025,18723.0
950,4db9b3a7-7f4d-6993-77cb-7d2b2efcdf4d,13570.958333333336
951,4dba1e5b-f4a5-07b1-3ae6-9c759cd90676,15545.083333333336
952,4de9ddda-a81f-eb67-acc8-8981651c115f,9240.279647132355
953,4deaa29b-debe-c758-8431-e88c4427635e,10902.000000000002
954,4e1add07-97da-4ef0-5765-c8e651b6880c,29439.276654325757
955,4e224923-7bc1-a87f-8202-97b12b62d41c,24689.711182150197
956,4e49df56-0b64-8acd-3d6e-2667b6651d6e,24773.95833333334
957,4e58cfdd-d17c-189e-b91f-c8ece49a8e3b,13368.958333333338
958,4e5afa7f-708a-3ed4-ee29-afcc5e2e9fed,20752.81123232716
959,4e60ae0c-df6a-1985-6ecb-0b067dcc900a,7370.014857786515
960,4e676ca1-0502-b11a-49bb-9204f5bfd913,33295.474591436694
961,4e762047-882a-3546-6a40-8c8256451859,15287.537460194113
962,4e84e106-e8a7-4310-6473-b9048beeb82c,30893.45833333334
963,4e850ca1-18a0-3a93-985c-b514e550dcea,14158.631613096051
964,4eb98768-84a5-b1c3-1095-e4973d798f0b,18349.085288685976
965,4ed0cd4d-5850-e5c2-20a2-2b16cf1e6ccf,16712.29393404802
966,4ed41517-d922-66b5-6213-3ac2fd3c0dcd,18664.781615781885
967,4eeff333-a849-4a7e-4e72-d3381c2ca464,19426.254534510095
968,4ef230bf-3230-a8af-3ce3-72c73866bdcd,11016.769393186965
969,4f118ed8-3a08-493c-3271-dcf60071ec94,35598.44603327004
970,4f423363-d16e-8edc-c115-59d8d2f428f0,17926.523673542935
971,4f5ac05c-2a83-5718-0d49-f4838a447865,25012.687070565895
972,4f73efb1-70dc-9c84-f569-62c2706c360e,16140.576644406108
973,4f9ab7a1-62c9-492e-f3d1-3650eb4a7c59,12620.150349265328
974,4fab2ad8-8091-a21d-6637-c09facf606fc,20555.102757952543
975,4fac816c-e2d3-71cc-9883-502e7f320e78,70088.977317857
976,4fbf673c-99d6-8c9b-bc27-d09b2641aaac,381580.99999999994
977,4fc076bf-09d3-1730-f2ef-2d45f86f1d33,20823.346622946403
978,4ffc70a4-3152-c5dc-9da5-8a92dd172237,59212.311207289116
979,50011d9d-259a-c324-5e94-d303590b57d9,32266.66227117384
980,501631d2-10ae-2362-6d93-be7fa442ff4c,49901.97910495592
981,5027d27b-57b5-fe7e-832c-933af222a0b3,15708.048520159515
982,5041b3d0-8950-6262-a797-765abc854e3f,23693.544593387975
983,50910bdc-8ef0-66d4-4279-b14dae55cdff,-144860.54063635773
984,509dbfdf-944e-13df-4a12-d0df3988ba0f,44638.45555086945
985,509e1a74-5b95-cba0-919c-b2d20d4b830f,27736.347552421346
986,50a80ee1-7463-b7b4-f160-be3e2a2c5d78,7662.008191607566
987,50ae2652-09cd-3bdf-356a-f7370f2670d2,17075.500000000004
988,50bd3a88-3688-1c42-5826-769543080b33,15665.653619471033
989,50c6fa8c-27a0-008c-0b44-361f16c7354a,27854.247576907343
990,50f8768f-b8f6-f4a9-4bb8-a3971705b698,16248.19432817525
991,5100f186-d25a-b049-30e9-be17b4134208,15781.0
992,5115d8a2-17ac-1b66-36fe-ebec5df0ff7b,19400.149050875305
993,51174082-1a5b-a8a3-4631-e2ca4ac5fe85,15458.066932903166
994,5129fb7c-6288-e1a5-cc45-782198a6416d,35205.68782606512
995,5147fd2c-0acc-9b0c-2c46-4f3d119e1d1c,45072.738801559906
996,5153f737-d7f1-4ec2-9a9d-add2e7aad070,24085.967352687323
997,515f0fa0-f9ab-1e04-b02d-46dfe00db30e,10470.450467892568
998,51735cf7-a3d2-f88e-9e35-89b2eb14c394,57932.157689006766
999,517cd8de-bf27-270d-47d5-7cdb85a7c8c9,33899.026663400626
1000,5198ba27-4329-e499-0dbf-36118c9af494,24423.041880667202
1001,51abf5e5-cb77-5e24-15eb-3a3de2014a45,18369.56568527394
1002,51adc898-b018-1051-aa68-e59627b69e7c,14451.000794535928
1003,51bd844e-803a-0b41-ed1b-9044dc949805,17291.298180761987
1004,51f81f6b-8cc4-e5ca-8e91-4e602af16108,48471.072214179934
1005,5209a76c-2123-6e65-a04f-dc862c9c9db3,10679.025726926186
1006,52122496-5d3a-57f5-0cda-ca47cea5a84e,12066.891963038554
1007,52145715-f779-4e50-c557-1e2af0815d2e,24777.351643266797
1008,521b286e-f0dc-2654-a654-3eef6c36b81d,19997.750000000004
1009,5239ca37-b2aa-f6eb-4cd5-9c36a588907e,18702.615743942668
1010,52806162-cca6-1e34-8417-d6aca7ac92d1,34566.32719641227
1011,5282f2cc-390a-b629-4c78-1201e41e0111,27633.048367414252
1012,5291b049-6a2c-a004-0465-a6d5e086f2af,1841.4763010319002
1013,5295dcaf-4f65-1f21-6fa2-be1307fce776,7655.035960314278
1014,529fefba-97bf-86b3-5768-ba9a1fa9abd6,5284.477222663581
1015,52a6c2cd-bce3-c4b2-9555-b6d579546a17,26843.611527882047
1016,52a9e2a1-6250-ac11-ad7b-5582fa5c7d1e,21694.48111507082
1017,52b46ef2-1290-5a3a-5a2b-80218a0f9093,10864.073613160253
1018,52d40816-c617-d62f-d000-71b1b2864c8f,17559.93928336606
1019,52e411d0-46b9-c6af-3018-3fa7625023a4,19384.835916145632
1020,53125ffd-f655-860b-dd32-e231eb561699,17325.412971569673
1021,531bbb0e-9be8-2d6c-01c5-592b71d6ec10,57403.87172578456
1022,53466992-bd6a-d5bc-da9a-2be269c819c1,21145.561055932485
1023,534bacd2-a338-ccfd-6f3d-0471f883d4ec,11948.000000000002
1024,535a7193-9c55-2fa4-df13-c21517ed2418,21024.027295060725
1025,535b25ef-8015-af31-0a3f-0b9b06758928,13020.208333333334
1026,535de8cb-46c0-91fd-5309-32adece9f05c,6412.9971907775025
1027,53710d59-b77f-d039-924a-b4e2ebdc732a,19856.08333333334
1028,53a55d12-98b5-ee85-8caa-33e2e16b4a51,13141.0
1029,53bab3ba-9ce8-1fa7-a7a2-7fbdc50fc900,14166.13417515685
1030,53bcb098-efb1-fa07-6a8c-fe717bcaf161,15674.190948562842
1031,53bdfba8-1532-5a14-8642-891b80e1397c,16859.67032455239
1032,53be7a04-76f2-aa3f-1089-f14abda9ed3e,30942.0
1033,53c1a1eb-74d0-3697-5a4c-1ba8f62c38ed,2542.294090804443
1034,540f3137-d09a-a3b5-ba92-3a649cf31dca,3325.308046687235
1035,54271488-1225-9427-5aa2-795069a0b955,20132.79166666667
1036,543c0f0a-2b53-d328-af48-5e793565382c,10210.669982747415
1037,543c6c18-ef69-6442-ad2c-53ec1bd58871,18154.21585289713
1038,544ee3e6-f41e-1fac-af15-cf44ff2099c5,13425.0
1039,546e8226-604f-f4fe-db69-0711cb1dad0d,23537.896500676063
1040,5487ce1e-af19-922a-d9b8-a714e61a441c,18807.523546278873
1041,5496e9ed-0dbf-a617-7b55-6cb4148e3339,25217.91413170052
1042,549bd0c2-5684-17d0-775e-36868cb8ad13,35260.192962103385
1043,54ca3907-4286-1cd1-20e0-1b4ecdc16eaf,15638.291666666668
1044,54cfafc7-7f83-c6e8-b93a-1c929452ab68,17295.086586956117
1045,54e8084c-bd95-d5b9-fe39-f2968f501c59,37538.76406747624
1046,54f71c87-9dca-9181-cdeb-699fa6fed2af,18088.708333333336
1047,54fedaa0-173e-585c-d5b2-fd55a89d831d,14564.759428625115
1048,551a6cad-18e8-dd41-d0cf-422e9f890d09,9317.527779736321
1049,552f233a-8c25-166a-1ff3-9849b4e1357d,25191.08333333334
1050,55333d8b-473d-6d85-56d2-7bf91b827bb9,24065.725841687257
1051,5544025d-b747-d230-a69d-f9b7531517f2,6574.024047866591
1052,556ec366-9752-b057-bb0b-995d4163140c,22403.904253375582
1053,558c5ac4-3c00-0d99-5662-21a71d8a5b3a,8755.118253263545
1054,559a2419-c10e-2e5d-dad7-d7d8cf679790,24789.134579840742
1055,55c36c3d-5cbb-c080-3547-5c5ef76dce6e,10796.823477543809
1056,55c7166d-5c0e-1717-cbac-fcf3ee9b70c6,28959.32159092911
1057,55cc0b0d-4955-6582-7e54-ed03eef42592,41147.643891673826
1058,55e4ddc4-3d71-eabb-1ace-f37c8d61adb6,-367950.9999999999
1059,55fc6343-0fc3-82c9-6dc1-6475fcaddb4c,112266.37480809033
1060,56243f64-87b9-2b78-9469-d5227b592d5e,31517.06936844488
1061,564ae909-7958-5e69-7b2e-1b82e89dc815,16331.603304678589
1062,565246eb-5037-7e12-4523-7c7fccbbeccf,19672.08333333334
1063,56525ce0-3725-bd0c-79c4-5c38b440ffe0,16567.847932785506
1064,56a66bc9-077d-275f-2edd-735f074ca5d2,29410.94988848055
1065,56b67e24-ec4f-4771-5f63-e1f403796300,15833.582484817303
1066,56b69aea-ad2f-9073-7deb-9011bbd09a1c,11763.47680384159
1067,56d8e9f3-8a73-d028-68a0-8ddbe338b9cd,20703.370656924977
1068,56da35e9-e7b2-a320-d18e-b743720a39eb,4907.0
1069,56e16c2b-659b-adcb-9bca-e27d331978eb,31947.793702565243
1070,56f099a3-6a4d-8542-762d-4c365b902e06,12205.364937353803
1071,5707f76c-ef13-7c97-1058-7f4525390215,17959.791666666668
1072,57195343-9cc2-9d6f-f6e3-a394c487af5d,15234.273736522473
1073,572042cd-ad34-2f44-cfea-5f4f6c9ddbfc,25155.157707027167
1074,572574a3-b21e-b7f1-0b7e-5cddbe4d34e7,43181.63161939562
1075,57310e3c-3c2d-10f4-e3c1-969874ed4f14,14719.443814311744
1076,57446b2d-ddb3-d8ee-6f8b-6cbeb759f3ec,17610.04166666667
1077,5766b900-5028-fbe2-9b99-a16ade2523c0,16520.698536251675
1078,579e9a46-fd76-8f63-5163-de1d8df7a267,18908.245167194684
1079,57b599f8-22e3-bcf6-9a27-a5868837d65f,28214.796523531786
1080,57b835f5-4942-c6bf-b85d-b72017c4dfab,32108.20275812396
1081,57d11a18-15d7-4a3a-c434-f31310d81218,26571.434271526134
1082,57ef3906-2c22-02f8-61c9-c177aa1fbae1,13084.70665467147
1083,57f72032-eed9-253f-0682-bd160661e635,14470.615615207624
1084,582a4042-8d62-00ae-b601-02146273633d,5910.463698142516
1085,5830e96b-b3b6-0176-ae26-201215eedc64,11077.456315912485
1086,585027a6-d2bf-8faf-c197-7c9ab662db22,-34063.35637998265
1087,58739f12-6fcc-33ac-8804-6218219c15dc,15266.906164811026
1088,58b1c832-5a5f-a4fa-43bd-c2670f60b940,13067.949850602541
1089,58b3bfb8-c01f-f5e3-ad6b-73336e61d8b1,17318.365611834408
1090,58bc4929-2f8c-0ff9-ec51-48ee964a408e,30243.56636239019
1091,58c8d6af-0ce7-0215-b3b7-95372b6abaef,25050.29166666667
1092,58d97f4a-9533-1356-074f-3be044f20133,12100.301950598434
1093,58f8dcec-c62f-5a04-ec73-711ded309a7d,13744.942681341927
1094,59287966-59c2-f9c5-b8e8-7ae661608c59,14093.539372257042
1095,59404fbf-673d-6192-089f-fc1bdd1605b7,12549.0
1096,5950d2bd-900e-7701-f888-932ef45a6a87,14461.588025119214
1097,59540c61-e4c0-cf58-d57a-00a346002654,16761.10325376015
1098,595aef24-0ffe-fecd-0b61-29ff56ca50c9,32851.94938518865
1099,596303d9-36d6-4282-4b6a-1b1d00dd010c,25208.11618246166
1100,59651078-aa26-4770-ac61-dc8410a61338,11292.91666666667
1101,5975d0ad-a365-96b6-e9b0-98b2ba2a20d8,6769.150556096952
1102,59c07b44-23f6-3951-30ae-10926138cf93,13841.985490991403
1103,59c21586-320c-d721-24d6-635e02456240,48073.56307829939
1104,59de5319-3f9b-bcfc-742c-59053bcab3ea,8677.167553502648
1105,59eae69a-a09c-93de-d12e-a61b76ad2cfc,29605.999999999996
1106,59f88a69-0466-ed6b-96ba-d500ded1b802,14479.775239843992
1107,5a249ee1-6c87-ca52-a35b-ca77c2397a2d,18020.718068831302
1108,5a2b3c73-604e-263e-574b-411a66cfd52f,9168.961063950012
1109,5a2b3cfd-e1b2-ff4c-4e61-b69ca0a6cdb5,98296.67623275006
1110,5a2bb6ae-2cc4-e3ae-df0b-c03b14c5e49c,11328.01175068693
1111,5a356dfb-204e-ec1f-fda9-b020e7d07219,18638.78326175851
1112,5a439411-d088-20ce-1cd3-3a70b12d652d,19492.500000000004
1113,5a5f8658-4c92-b195-6919-102b9d2b0c26,21519.373482741845
1114,5a7e5a6f-fe05-cd00-de58-92d6a5f8be00,18045.04166666667
1115,5a8fc640-a180-b11c-65a5-8666adc0cd26,11510.0
1116,5a94eeed-1998-31f0-8250-239c7c84e1d8,20638.182041820273
1117,5a9910f1-13e7-18d1-d3f8-f4ebc18f9a91,38310.74925655693
1118,5aa93b27-d0a7-b26f-d7b4-a55a6025de1c,18808.425999804513
1119,5ac5f4f0-771e-c087-952b-1ee109d5b64f,60883.00191870914
1120,5ae32ead-5c5b-f958-ecee-5bc4964a98f4,36174.0
1121,5b1f9264-6c55-b706-60f3-f80a9e046b1a,17298.221679338552
1122,5b26de25-553d-5dc5-aae4-70679855a966,18879.87834791433
1123,5b30f894-8122-a08e-324f-550f4e7aef59,29070.069778192137
1124,5b51adb0-06a2-e761-f2d1-1495966d3047,31556.416770081676
1125,5b574957-892e-3a5a-8058-dca22d131cb3,20638.41994869041
1126,5b7efe0e-00ef-79fc-7a07-e3d5acd575d7,18400.73945480248
1127,5b8ea837-40d4-e357-f3bb-f976ee663bc7,34194.072966288986
1128,5b9cf89f-a85b-4692-f24c-863bb6513595,29868.194071239137
1129,5bac72c9-7905-d1e3-f559-53f41a1636ce,12233.286230284437
1130,5baef9ae-cf34-a1ea-3318-502963b2f9f9,21467.421315057076
1131,5bba5ce9-c1f6-c6b6-0e15-7886bfdc2443,31641.542316881692
1132,5bc700fd-3e7a-38ac-98fd-da4de2d42608,9310.35488845386
1133,5bee11e1-a566-0feb-35b9-96bd901d169d,68100.68555722237
1134,5bef396d-695c-2ec0-fc9f-d2fcd62a1cec,49134.16395528755
1135,5bf42cae-25ca-ef21-14ab-7e67aba11ae3,16256.476292208918
1136,5c1985fc-eda8-6200-bbf6-01818edcdf3f,39066.99119196202
1137,5c5815b0-197a-ef97-6f28-3a3270a22d8e,28852.759050005625
1138,5c768a81-58b1-3456-8494-8a27d446c176,17787.86437149746
1139,5ca5042e-10c2-d392-a9db-a34c532221e2,29639.758204867336
1140,5ca87882-54d9-159b-83c8-fd273d95edb7,20078.916666666675
1141,5d443821-8a7f-03ae-3ad2-3fbf2e573864,19608.35230716109
1142,5d587077-68fe-8666-6fb5-545cd95cd1ae,21478.85760836335
1143,5d6f4712-f681-93da-ab19-f6b2455d4e28,5004.471343070731
1144,5da38d13-a9f4-8c0d-37be-447f7d01e2c2,7164.16666666667
1145,5db914eb-b6d8-d3a5-028d-ba177f301ca3,33995.08468899285
1146,5deaa0c9-bbdf-bdd3-d356-cbc5e2fcccef,19928.29166666667
1147,5e02a39e-24db-81ce-fd96-f9f21b5fb25b,42176.375606415866
1148,5e22665e-a072-7777-be87-559efcc3dfce,10977.223416966866
1149,5e2408fa-70dc-4769-e08a-ec96f4159113,19228.995047577067
1150,5e2c8530-8658-21b0-f44d-ae24a4667d03,10032.18476206514
1151,5e2d2454-e462-32e7-35c3-de958a647b9f,19140.13777496819
1152,5e2d4d51-121e-a68e-a1a8-fb440922d33e,12914.694554169135
1153,5e47c2a0-eef6-7139-1ccd-d34080e97f74,10029.263698655715
1154,5e55ed3f-ec65-2ba6-63e5-3ddfb2564c0b,12932.898486030026
1155,5e60d645-2afd-db9b-5445-01d8b07fe939,14275.581164655046
1156,5e64b288-801f-75e8-fd2f-d1afdcc139a8,6102.053450813803
1157,5e83e541-4492-cc12-6e81-81f8c958a770,23687.45843754339
1158,5e8a511b-40de-6794-2de1-57ccb56ac802,25818.266260700148
1159,5ea67c39-4c08-c6ba-1cb4-2e4a91cf06ba,15532.650190108398
1160,5edcacf7-93f7-b327-d4f8-0c65d5677a27,48187.55565294744
1161,5f2924a6-c1d8-fabb-4ea6-f7479d7689ad,19757.0
1162,5f3a35b5-f8df-ef37-8028-61465b7a8459,18739.343020748427
1163,5f4c9f42-1bd9-3b3f-b9ad-732e945433aa,17767.25
1164,5f67b370-8ef5-f46a-e241-c66f87bbb9dc,1673.7113674513198
1165,5f73b844-5afc-9598-5e03-96b79b4d45c9,25145.331169415877
1166,5f760c0a-2de1-208f-77a2-98d408c64569,28385.597161380403
1167,5f77b3bd-3dff-3ecd-83c5-3bc80d4019ea,30594.248930414404
1168,5f9e9192-ef53-c57b-561e-9d96315d78d4,20148.570878199436
1169,5fc2fff4-43a3-da0d-e567-b1ccd464fe66,2519.000000000002
1170,5fd65f49-d329-0b13-ac23-4f140f4c96d1,58101.23567975535
1171,5fee0d78-8052-1e37-dddf-c64818409419,19493.842268033135
1172,5ff0094f-0b28-624b-5ee2-bab3eede6591,41348.0
1173,601e6607-6590-789d-f44c-c4c8db86b5ab,30863.27113025749
1174,603fa8f0-1549-cdee-c30b-4d6d9575d095,71141.56535203545
1175,604c83ca-53b9-a632-f967-522170c43406,31224.508895648778
1176,604da354-0eb5-d9cf-b7e1-06f4a7d29a38,22347.54166666667
1177,606821d6-280a-07ee-4ec9-85ff94b28b9d,20315.53221284581
1178,607abf4b-fe48-320c-22d1-db52d2207425,4212.498725501726
1179,607c87df-8db5-e5ed-e383-8aabc54deeda,15579.369375851169
1180,607cc46e-36ba-a209-9ee0-7010351962e5,31303.155435151915
1181,609693ab-b427-f0e6-7d7b-6e7b00def56f,25109.14918780429
1182,60987187-9043-911a-1573-6d81a705d3f1,22809.290626359274
1183,60a32cd7-e47c-628a-2e4d-324721cf320d,20022.788244002277
1184,60b027e2-1181-8cfb-97af-7b3cd799898e,21635.12628236144
1185,60be3b35-3d52-a962-d882-ba71c67078b5,31445.020121694102
1186,60c50be5-3980-81ec-f286-5561dffe77d3,17901.731985693244
1187,60ecde99-3687-0d67-1c2c-611ca3790ed2,28637.414245309716
1188,610153bd-c659-37de-c2f9-9bf18034f222,34439.708333333336
1189,61022c6c-395a-d189-7a40-240ad297a189,25242.253720842444
1190,611b4891-857f-4ecb-495c-15cc4a8dfea1,6831.519116405353
1191,61398e30-8802-43b7-f2a5-b075b4fecb14,52863.06521120802
1192,61515d73-6cff-c744-1c7c-5c2c6d519e10,18703.460116325186
1193,6164f1a7-31c9-ebb2-b4f1-081f6284e14f,17882.086050618607
1194,61694604-2c15-8378-b901-6f88de82484e,88226.94945829902
1195,6177bd37-8551-48ac-31fc-0ff451e3b3e4,12952.803154819514
1196,618a4763-2af5-95a3-697b-85380ff73f25,39575.84845187124
1197,619b351e-6dca-0f0a-adc1-1d692762fbac,3721.6211377277523
1198,61bafa39-789c-3c72-3ee2-9e686fa00319,12044.857301604192
1199,61c9be50-fd15-f1c6-8de9-cc8d50db0531,28308.088820498844
1200,61d1dd57-f960-32ea-cec6-94631d1e455a,15466.924475865328
1201,61d2191a-09f5-f7ab-a79f-10a2760284d2,20286.253026717248
1202,61ee7c76-f35a-2767-6cd8-efb1dde06374,19345.70833333334
1203,61ef4435-69ea-fdb8-5541-b40f7635abe4,31250.506058886167
1204,61fd4e44-9d58-e098-a14a-3bf06cb45e7b,17544.749658541434
1205,6228186d-c698-782e-21f8-dc2773140fe9,25666.787278619217
1206,623190c9-dd60-2c19-cbf7-14add8dcc8ae,28762.651741999747
1207,6238d0a0-cf5e-9ea3-6258-4ab368777bab,25495.573880681754
1208,623b1009-b432-0d05-9acd-c4d8545cdf35,15595.6146774301
1209,625862f8-b712-00ce-b3c5-3c5a82e02823,18641.91666666667
1210,6274729e-a56d-fa0f-79f0-4cb6d9a9ed18,106.52321157580445
1211,62759469-c28d-2ad5-3bd3-147dd0f0c75d,20161.56348797525
1212,627b9de7-9ae4-45e0-8b1d-c2f8cbf1f93c,33472.29166666668
1213,6282c33d-3665-b6a5-634d-a412816a5ea8,13404.0
1214,629266cc-a4e8-f8d0-6e2d-f97f5f4e7897,23812.291666666668
1215,62b22fd5-51c6-a2e4-6f48-744f7abc9f0b,38534.674275250596
1216,62b7aabd-1be4-143d-6010-31fad1e06f00,22594.289764877918
1217,62c4f89a-ff47-51e2-66f1-36ea8919bf68,14255.73584087222
1218,62c7b31e-5da9-cdbc-a1c6-12845f9eb0cd,17783.33333333334
1219,630ac131-3f41-0b3a-2493-c8292e7d609a,33809.555900011655
1220,6321fa69-7151-f48f-1115-66e40ed58159,31360.461989495263
1221,633cbf79-e96a-a1af-f55e-3aa2208a393e,14599.083333333336
1222,63416865-3b68-03ee-940d-10cdaf73d31f,27248.347189922053
1223,635fb577-8d73-b68a-4910-82d3ac27ccc7,16004.000917596932
1224,63647b85-8f9d-1ea1-4648-38d213b6aee7,11789.227768631255
1225,6368a611-1cd3-b7c9-b2c6-e2e23bf497b2,18684.416666666668
1226,636fff85-0cb6-1777-8ec1-0d46b2ff9c4f,15369.514975437016
1227,637e0edc-5b6e-4ae7-a620-81434fbaecc0,15857.455625092367
1228,638016f5-d0fe-4a59-329e-c4ac2ea5cef8,37898.063811950706
1229,63cb5ee0-a457-9975-5455-4d76109bc754,6120.481171478617
1230,63d14466-dbe7-afb7-1aa7-9a0544a0321d,1632.0000000000002
1231,63d8ccb1-72fa-5cfb-0b3e-a0713d5b624b,16581.349807683186
1232,6409df32-cc4e-66da-de09-89b952526d45,17596.83767733653
1233,640b6b87-f066-dea9-3a42-9975490e3360,29167.21545766553
1234,640ca20c-702a-5b67-b7ae-77585b45cf5a,29197.0
1235,641ba8a8-d853-ffbc-beb8-1fde4da68c35,19548.265425802332
1236,641d2571-16d9-1fc5-be85-039460fc74e8,16616.0
1237,642aad48-fcfc-fa81-b306-d70019d5f970,21233.479543753325
1238,6440055b-0de1-eedb-6036-9ec4be054bf5,24924.333333333336
1239,64426c12-d8ea-05db-4c9a-e79cb55dc17a,12483.658008541164
1240,645c4a1f-7bc6-c72c-602f-17a8bbf6da7c,19864.485006303137
1241,645e83f9-6b0b-9773-1b1a-bf6e6b6343c5,14892.357831042209
1242,6461d43b-8e1c-cee9-7a65-8913ccf2ea43,20391.61287543135
1243,647a0ae6-acc0-e2af-e826-a1a6d6950dd8,24538.893663446175
1244,648f0804-0ffb-9b5e-a094-9cf4caaedfbf,25830.872562846973
1245,64afbf49-3cc9-19a9-7ae1-a24ea792b2b4,11613.504886008335
1246,64b2507c-4d15-e4a4-88fa-964a1679910b,8601.07979208016
1247,64c7c2b5-aadf-0841-fe01-ad7ff40b3ef0,16278.710607947594
1248,64ebeb65-9f7e-11a1-7be1-17d4c0b915ec,21444.9339227739
1249,64f12da1-5533-df0d-54b4-58729be038e1,29440.000000000004
1250,650bb629-cb34-6925-128c-8b2b867b77e6,14088.57948877626
1251,651fff2d-e94e-d093-5144-634dbe6449c3,19254.45453243038
1252,6546a0ea-2119-9b37-2bf8-efdb6266287a,19077.739259378824
1253,654849c7-fb2f-775a-efa7-ca696ef8748a,34825.003469403084
1254,654d9ae4-0233-04c6-aab7-f6908b84228e,14286.73728561549
1255,65500075-471c-44de-c601-a11c9d03c5d0,18557.138748606216
1256,6591e4b8-8dc6-4391-2869-ef610215785d,23683.59709102008
1257,65a1158d-9aa9-e11e-bded-c9b278d2e177,16698.835142077103
1258,65c8d5a4-52f6-0978-ab94-7864bfca3d56,7415.920620362545
1259,65dceb7a-207b-eda1-f823-fa8221b8c743,18044.08333333334
1260,65decf1a-2d26-9048-4013-1e33277b20ad,28077.0
1261,65fdb2b9-769e-a627-550c-d5de312ad634,38529.7975254269
1262,6601d459-87b8-a4b6-fc16-4e123a24c283,21321.41666666667
1263,6616639a-9f23-1180-307c-3dfe0c19595f,17239.988419486574
1264,66492b59-ffa2-ec7f-b10c-22fff72660a9,21464.058015390037
1265,664ceba8-a4ef-edef-24cb-0b4e3825a7e1,13962.208333333338
1266,665f7c56-fcdf-7029-2ead-4b0eed54c519,29820.73184309669
1267,6685b54e-d17d-4cc0-e8bb-1f2998d38b06,18606.501737848565
1268,6687893e-b67b-94a7-cb91-8a1597d6ac6e,30756.15973317087
1269,66aa5ddf-1a0a-a84c-200d-3f4d56a7e7b7,11751.0
1270,66aae204-32fc-4ab1-012d-87cec7a9cc25,17156.95833333334
1271,66b62087-61a5-3fdd-1eda-4209b270af55,23368.91666666667
1272,66dfeb1e-9ab3-cc27-232f-8c5b425832c0,31852.27600223407
1273,66e6b95e-b8da-a0d6-0311-8237fc2f5a79,5877.750000000002
1274,670e490d-84c7-5c4f-11f5-9f5db011cc5f,17364.295149114354
1275,6732a10e-727d-c4cd-5f9f-49dab1311705,28742.924953413738
1276,6766ec38-efda-b524-1ea3-247219cf40ca,12759.888466215101
1277,678e85d3-0583-9058-b7e3-6d66e4270bbb,34364.73495101437
1278,679b205f-8a03-a812-bf50-5b6894d4d43a,26000.55214112263
1279,67a1c225-84e8-8209-f7ed-f89b59f42ea9,42574.4263311244
1280,67b5b137-540e-5d13-6a9e-01dbd6f9f00c,24667.784068032728
1281,67bed27b-43b4-f0dd-ae07-bd2223c56f1b,70568.22256960763
1282,67c21355-c312-1af6-8b32-992a3b7c1f9a,41383.83241312552
1283,67d8e721-ba27-1a47-be09-9681511f69b8,18474.446412268124
1284,67dda5b4-8636-4fba-4556-01d566e4954c,30436.515692933914
1285,67ddb936-3e0f-6a71-5f7c-4f1a1e94d967,18603.0
1286,67dea602-6309-e9cd-444e-7f4be34ea0c6,20586.618357049465
1287,680ad5bd-718d-cdb6-a6e1-666fbde72aba,12827.93682175046
1288,6812200a-18f0-af66-4eb8-331a83db829b,20544.534104286387
